ppm,intensity,intensity_shifted
522.084,-0.643645,1098.71271
522.069,-0.609418,1098.781164
522.055,-0.575029,1098.849942
522.04,-0.54057,1098.91886
522.026,-0.506132,1098.987736
522.012,-0.471801,1099.056398
521.997,-0.437667,1099.124666
521.983,-0.403812,1099.192376
521.968,-0.370318,1099.259364
521.954,-0.337259,1099.325482
521.939,-0.304711,1099.390578
521.925,-0.272742,1099.454516
521.91,-0.241414,1099.517172
521.896,-0.210787,1099.578426
521.882,-0.180914,1099.638172
521.867,-0.151843,1099.696314
521.853,-0.123612,1099.752776
521.838,-0.0962594,1099.807481
521.824,-0.0698141,1099.860372
521.809,-0.0442965,1099.911407
521.795,-0.0197246,1099.960551
521.78,0.00389414,1100.007788
521.766,0.0265559,1100.053112
521.752,0.0482645,1100.096529
521.737,0.0690309,1100.138062
521.723,0.0888711,1100.177742
521.708,0.107807,1100.215614
521.694,0.125868,1100.251736
521.679,0.143089,1100.286178
521.665,0.159509,1100.319018
521.65,0.175174,1100.350348
521.636,0.190132,1100.380264
521.622,0.204437,1100.408874
521.607,0.218146,1100.436292
521.593,0.231321,1100.462642
521.578,0.244027,1100.488054
521.564,0.256328,1100.512656
521.549,0.268295,1100.53659
521.535,0.279996,1100.559992
521.52,0.291504,1100.583008
521.506,0.302889,1100.605778
521.492,0.314221,1100.628442
521.477,0.325574,1100.651148
521.463,0.337014,1100.674028
521.448,0.348609,1100.697218
521.434,0.360424,1100.720848
521.419,0.372522,1100.745044
521.405,0.38496,1100.76992
521.39,0.397796,1100.795592
521.376,0.411079,1100.822158
521.362,0.424855,1100.84971
521.347,0.439165,1100.87833
521.333,0.454045,1100.90809
521.318,0.469525,1100.93905
521.304,0.485627,1100.971254
521.289,0.50237,1101.00474
521.275,0.519764,1101.039528
521.26,0.537812,1101.075624
521.246,0.556513,1101.113026
521.232,0.575856,1101.151712
521.217,0.595824,1101.191648
521.203,0.616394,1101.232788
521.188,0.637534,1101.275068
521.174,0.659207,1101.318414
521.159,0.681369,1101.362738
521.145,0.703968,1101.407936
521.13,0.726948,1101.453896
521.116,0.750245,1101.50049
521.102,0.773791,1101.547582
521.087,0.79751,1101.59502
521.073,0.821324,1101.642648
521.058,0.84515,1101.6903
521.044,0.868898,1101.737796
