ppm,intensity,intensity_shifted
523.004,2.68071,602.68071
522.99,2.7275,602.7275
522.976,2.7728,602.7728
522.961,2.81648,602.81648
522.947,2.85841,602.85841
522.932,2.89846,602.89846
522.918,2.93651,602.93651
522.903,2.97245,602.97245
522.889,3.00617,603.00617
522.874,3.03756,603.03756
522.86,3.06652,603.06652
522.846,3.09296,603.09296
522.831,3.11681,603.11681
522.817,3.13799,603.13799
522.802,3.15643,603.15643
522.788,3.17207,603.17207
522.773,3.18489,603.18489
522.759,3.19482,603.19482
522.745,3.20186,603.20186
522.73,3.20599,603.20599
522.716,3.20721,603.20721
522.701,3.20551,603.20551
522.687,3.20092,603.20092
522.672,3.19346,603.19346
522.658,3.18318,603.18318
522.643,3.17011,603.17011
522.629,3.15433,603.15433
522.615,3.1359,603.1359
522.6,3.11488,603.11488
522.586,3.09138,603.09138
